uid;cutlery_grouped_uid;tips_grouped_uid;order_grouped_uid
367465;2;30;557
324563;3;65;520
672474;4;68;439
599393;3;52;426
142835;3;73;609
559593;2;30;377
988154;3;70;584
947490;2;35;491
919368;3;45;547
641361;3;53;761
804091;2;40;600
843689;3;20;649
481313;3;47;622
954487;3;47;645
986698;4;40;694
561223;4;50;581
686496;2;53;546
281603;3;58;684
858536;2;47;546
923813;4;87;635
153623;2;47;728
289341;2;30;771
715945;3;10;753
301740;3;75;801
406237;3;50;598
130092;2;60;721
967526;3;50;450
685495;4;45;799
971278;4;45;554
352213;3;50;700
731685;3;20;640
260670;3;57;663
297903;1;20;552
614706;3;40;624
240462;3;35;586
702422;3;30;453
726835;3;68;809
269026;3;45;796
382425;3;63;687
639126;4;79;675
780553;3;52;539
221906;4;40;705
473030;2;30;613
494152;4;56;544
501687;2;57;533
776858;4;83;607
231587;4;48;580
552186;3;63;548
963730;4;30;537
904946;3;40;646
942941;4;10;710
554282;3;35;465
143808;3;68;609
945433;4;60;479
680699;1;53;462
976428;2;30;666
680097;3;45;705
321728;3;40;515
545720;2;40;589
545713;4;46;456
225541;4;30;486
937724;4;67;612
438314;3;10;605
328747;3;70;585
129738;4;63;713
195816;3;65;577
599100;3;60;468
379374;3;40;494
871933;4;77;679
682692;4;54;673
266579;2;30;714
495603;3;40;619
729746;3;40;421
648514;4;79;588
705209;3;25;805
781872;3;60;672
413656;4;73;730
564782;3;48;558
349066;2;30;367
601080;4;63;819
525940;3;60;625
399252;3;53;785
316083;3;68;457
836203;3;50;646
450583;3;81;516
409693;3;68;595
591026;2;55;666
463985;4;54;558
244387;3;50;449
677011;2;40;669
286117;2;10;535
358001;3;54;528
599321;3;81;573
145782;3;63;459
213002;4;48;446
944753;4;68;616
519154;3;58;559
451685;3;45;504
605107;2;63;700
707585;3;60;601
687451;2;70;666
441176;2;70;647
670896;4;72;453
914249;2;35;428
123893;3;63;639
233686;2;48;491
364264;3;48;565
906773;3;73;701
713667;3;54;387
946060;3;20;307
897165;4;52;523
228832;2;10;398
876992;4;67;555
891205;3;54;439
436140;2;47;670
948665;3;57;697
676248;3;30;414
624978;3;50;536
895406;1;43;644
955188;3;57;768
529803;2;52;527
542855;4;48;445
793281;4;62;590
662577;3;50;564
758767;4;72;505
803758;4;68;729
456589;3;70;704
634106;1;20;940
673381;3;40;628
285842;4;60;636
986596;2;30;595
796384;4;81;655
206082;3;65;707
860722;5;50;470
610358;3;72;476
185280;3;75;620
150772;3;60;582
588256;4;40;568
320753;4;56;569
197104;3;65;811
399680;3;45;633
750648;2;43;633
764289;2;20;723
862738;3;47;544
101877;2;40;696
829426;4;65;439
159807;4;65;603
770794;1;50;773
887403;3;35;395
509844;3;52;533
131005;2;30;886
504990;3;57;887
324579;2;50;413
153959;3;56;537
799524;3;74;561
376381;4;81;759
352687;2;35;713
472519;4;47;644
548737;3;47;690
587157;4;62;458
152558;3;35;579
434323;2;30;726
342257;2;57;516
329347;4;10;673
359511;2;30;424
651562;3;70;548
638239;2;58;514
475453;3;63;732
834554;4;30;565
983501;3;35;519
207178;4;68;558
164385;3;63;766
242758;3;65;618
309684;2;50;735
509035;4;50;561
209500;2;50;660
735262;2;43;648
238127;3;48;511
779582;2;35;659
318402;2;35;745
849483;3;63;800
833567;3;35;672
964197;3;47;488
907736;4;35;477
350965;2;35;414
496616;4;50;857
151884;4;52;585
200472;4;50;471
993530;4;80;645
522856;4;35;531
371814;3;20;508
922829;4;67;663
523189;3;81;548
525457;2;45;727
816928;3;68;555
941299;4;54;483
202526;3;50;513
395026;3;57;767
409149;3;47;527
877537;2;35;678
236434;3;52;575
979114;3;30;436
961631;3;67;458
241383;3;50;757
976152;3;67;637
780029;2;50;629
330999;2;47;549
705485;3;63;719
949111;2;47;830
206634;4;84;404
709775;3;54;521
771594;3;70;620
579675;2;57;640
886543;3;56;485
434738;4;54;596
899829;3;43;734
196928;3;81;643
717104;3;53;725
299778;3;60;596
687877;3;47;786
761049;4;35;446
405523;3;68;492
454010;3;84;725
951213;4;40;586
218335;2;53;648
494572;4;40;577
666441;2;53;473
856097;3;52;551
628450;1;20;415
865275;2;10;624
395504;2;57;803
801803;1;10;621
681317;3;53;742
162393;3;68;751
604605;4;65;658
697558;2;45;597
246605;2;50;725
844246;3;50;901
731263;4;43;554
278023;3;53;831
489477;3;60;569
218517;4;43;571
111175;2;35;604
430974;2;58;729
374920;3;52;344
776236;2;35;495
147758;2;30;723
919766;4;30;606
976088;3;56;383
630690;2;53;630
955839;4;65;561
171684;3;77;764
196406;3;60;670
677154;2;35;650
588419;2;45;713
455643;3;68;698
896996;2;65;636
884827;2;60;655
311919;2;47;606
378056;4;20;591
179026;4;40;786
328083;3;50;461
582205;3;30;758
267928;4;45;580
465246;4;47;637
326485;3;40;652
436309;3;35;649
899483;4;80;603
520700;3;10;624
454309;4;60;619
249615;3;65;524
893483;4;53;586
485022;4;43;715
479423;3;48;460
769096;2;57;552
805754;4;63;589
272531;3;63;785
783991;4;43;779
703635;4;68;617
602639;3;50;725
241349;1;20;553
312923;4;68;712
899337;2;50;643
557298;3;50;714
573994;2;20;348
213124;4;46;465
699180;3;83;705
952781;3;54;591
346505;3;30;833
698484;3;30;558
905121;3;35;614
967274;2;50;501
772546;4;25;443
500345;2;50;678
501561;2;50;557
648231;3;53;568
198157;3;50;752
856403;3;46;458
132384;4;10;557
499220;3;50;759
132143;4;83;679
367043;3;56;414
454178;4;54;528
850725;2;53;591
951413;1;10;633
316836;3;53;845
509127;2;40;888
972007;3;81;756
663563;2;30;686
154039;4;50;554
196510;2;53;848
808363;4;81;725
477294;4;62;584
694375;4;48;647
570244;3;35;492
651601;3;45;544
730756;2;60;630
180966;3;56;607
992503;3;65;694
651786;2;57;374
391076;3;56;569
633580;3;47;573
825812;3;53;573
659577;1;50;896
720069;3;57;676
837211;1;25;360
640076;3;43;520
707652;3;65;716
757475;3;20;634
186903;2;57;613
588739;3;48;450
581196;3;30;655
129872;4;86;722
487423;3;72;508
308848;2;47;509
527794;3;52;465
163546;3;72;720
333625;3;52;627
957454;3;43;772
759958;3;63;457
996513;2;40;844
248892;4;20;652
695594;2;20;290
288738;3;57;813
492133;3;50;706
671190;3;50;561
128217;3;40;871
666685;3;54;586
430893;3;48;496
268889;2;53;610
110509;4;10;771
755822;3;87;719
989064;2;47;614
661269;2;35;491
908583;4;20;746
111382;2;53;872
868723;1;53;592
777988;4;79;535
188493;3;35;844
454891;4;47;692
730010;4;54;551
448293;2;68;621
137337;2;43;662
908507;4;65;491
237776;3;65;629
132288;3;47;732
634194;4;81;496
975958;4;40;728
312274;3;20;564
787062;4;81;748
881794;3;40;628
962079;4;30;501
302393;3;60;635
882495;3;47;631
867003;1;30;554
245145;3;52;490
653452;4;50;710
708397;1;10;293
129923;3;65;798
705199;3;10;768
432679;2;53;683
264578;3;70;853
466184;1;30;339
795605;3;47;708
827097;3;30;544
101761;2;53;638
857662;2;35;522
543936;2;60;527
122294;3;20;360
516621;4;53;656
472064;3;52;527
887935;3;47;670
638293;2;47;638
134051;3;57;685
694480;1;10;823
560099;2;47;812
268716;2;68;775
965574;2;60;809
962365;2;35;688
729521;2;50;449
317280;4;68;786
436259;4;65;637
204622;3;43;684
515841;3;70;593
816876;3;30;765
731493;4;52;536
137887;3;20;478
473472;4;65;671
315423;4;35;341
751694;4;56;569
618157;4;63;642
707534;3;40;778
557270;2;45;553
532520;3;67;552
525401;4;10;388
135661;3;35;849
746109;3;50;518
955405;3;70;590
488132;4;79;670
589961;3;53;481
885588;2;70;717
420759;3;35;597
939120;2;40;774
424393;4;53;718
319073;2;70;699
172187;4;40;665
358883;2;45;543
862054;4;52;578
531412;3;57;613
844617;3;40;748
487588;3;67;683
121130;4;45;656
902584;2;50;515
469423;1;30;552
535001;3;63;521
183462;2;30;849
954516;4;65;534
493532;2;47;832
347578;3;30;406
387269;3;50;500
422740;2;50;549
515768;3;50;754
405858;3;83;526
607250;3;57;611
596035;3;63;736
158991;2;20;665
413630;2;63;830
774859;4;54;348
388994;4;74;761
497227;1;30;847
788574;3;50;644
479455;4;45;801
867112;3;43;538
452898;4;30;617
248321;3;45;468
522467;3;47;704
240685;4;65;631
868865;2;50;456
618149;3;65;539
585979;4;52;456
461594;2;35;634
479464;2;58;448
744786;1;30;873
280801;1;20;381
200026;2;35;836
527327;3;57;652
769663;3;35;616
445985;4;67;438
489518;2;30;799
837200;4;48;547
378189;3;68;466
742351;3;57;555
311665;1;40;486
705428;3;56;372
488783;1;35;886
573741;2;47;691
255520;4;54;598
186776;3;47;530
629030;3;65;646
312499;3;46;613
652620;4;72;538
619879;3;62;515
147605;4;47;757
899088;4;68;687
486067;4;40;614
735661;3;30;900
915720;3;60;437
191173;3;65;601
553667;3;60;577
172159;4;63;617
487176;4;54;523
610979;2;57;580
219394;1;35;495
659879;4;73;604
325955;2;25;496
193521;3;60;629
355514;4;68;651
132778;3;63;657
572553;3;40;675
356659;2;50;860
132818;3;47;668
629661;2;40;671
439575;4;35;531
719870;3;20;759
539580;3;50;729
285243;3;25;620
627390;3;35;651
460641;4;77;644
681991;3;65;587
340895;2;57;690
186607;2;47;735
773979;4;47;681
447401;2;35;937
273381;2;47;741
408474;2;25;589
671802;4;68;477
839270;4;74;703
181417;4;30;655
685459;3;40;673
347291;3;30;636
523132;3;25;510
797668;2;65;660
947281;4;40;564
754773;3;30;429
880000;3;30;670
992263;2;30;390
883976;2;45;549
195412;3;45;628
778882;4;79;611
282763;2;40;785
875722;3;56;413
121056;2;40;575
256767;3;45;467
220947;2;40;782
530731;3;52;331
322067;3;63;625
737611;3;35;721
757195;3;70;681
713905;1;43;670
781425;4;35;676
656119;2;54;460
720412;3;47;631
632829;1;40;477
590393;3;52;620
815483;3;50;523
820978;3;60;678
433708;3;53;774
111709;3;10;724
164723;4;65;512
160767;2;10;671
541051;3;68;653
661945;3;43;656
481040;3;70;489
238507;3;20;383
102474;3;75;533
944602;2;35;575
605381;2;70;529
708751;2;47;742
674619;2;30;482
818324;4;80;742
937098;1;47;676
881996;2;40;407
951796;2;40;445
723709;2;73;728
383407;3;20;603
771029;3;50;537
200922;4;47;672
737058;3;53;575
816170;2;30;479
533423;4;25;670
230560;3;68;551
340613;2;35;662
693977;5;63;597
961373;4;54;629
131663;4;30;636
611280;2;47;583
584273;3;56;499
578454;2;30;530
384391;3;35;639
113112;1;47;470
935145;4;86;743
487015;4;70;621
121353;3;83;599
182640;3;30;736
642697;2;47;714
181556;3;35;655
450142;2;10;807
770864;2;10;763
636933;1;30;610
539901;3;30;745
858405;3;30;731
195180;4;68;544
636680;4;65;591
503086;4;35;715
513201;2;20;875
934262;3;43;769
131128;2;20;924
657431;3;50;743
510538;3;56;428
958950;4;68;768
299354;2;47;499
201870;3;40;943
580058;4;67;597
416068;3;10;305
162066;3;52;500
558327;3;10;816
509846;3;53;434
454575;3;63;745
967181;3;45;877
814085;4;68;677
760583;4;53;749
466098;2;10;555
543435;3;52;547
200370;4;10;596
397567;3;50;420
391415;3;52;581
933281;3;30;553
389392;1;10;468
314023;4;67;646
270800;3;52;411
176323;2;35;653
685552;4;20;362
858635;3;43;636
504268;3;54;499
910314;3;70;645
920842;3;35;722
545432;3;45;408
928825;2;35;611
726147;3;35;654
536783;1;35;859
817563;3;58;505
188730;3;50;411
817205;2;35;754
798424;1;35;545
312732;3;50;571
822426;4;67;730
685583;3;40;852
663512;3;52;423
289507;3;50;557
414180;1;20;850
858060;2;50;445
917831;3;47;774
673122;3;50;643
863307;4;60;652
495663;2;43;494
618028;4;68;515
552814;2;47;584
340336;1;30;797
609698;4;10;453
425790;2;30;581
881525;4;20;431
712776;4;30;582
334707;2;53;707
677038;3;25;628
794025;3;81;576
283624;4;43;721
725010;3;68;677
904144;4;54;501
891015;3;35;440
386324;2;35;586
722222;3;40;403
314053;3;45;380
850623;3;54;530
173954;2;40;696
197706;4;47;529
539255;3;30;818
167747;3;65;769
168757;1;20;729
823190;2;60;676
468896;2;53;684
737406;3;35;543
830281;3;60;673
399566;4;30;490
300973;2;35;594
661549;2;20;876
171287;3;56;539
568935;3;63;481
239857;3;70;824
634503;4;30;331
956343;3;40;525
346475;2;30;767
870155;3;53;823
860805;4;54;575
139435;3;47;517
175972;3;45;790
646370;3;53;432
714690;2;57;708
631347;3;86;810
918198;2;50;638
618772;3;40;760
798736;2;57;754
253710;3;50;491
561965;3;48;533
412816;2;63;509
485712;4;10;605
781050;2;40;483
851605;3;65;659
624210;3;63;565
561238;4;47;719
476521;3;50;409
949588;3;47;458
387940;1;35;774
788777;2;52;527
780439;2;30;810
898719;3;60;588
946585;3;56;528
550269;4;10;780
300838;3;35;871
173121;4;25;403
706027;2;60;799
303030;3;40;731
278401;3;63;664
834512;3;35;596
707365;2;25;684
259429;2;47;713
581550;2;30;608
685485;2;30;717
326299;3;65;531
878794;1;20;654
769766;2;50;654
415861;3;35;644
976143;4;30;662
807571;3;25;550
346245;3;57;628
779814;1;47;755
423477;4;48;468
496112;4;57;591
934526;3;53;434
120839;3;56;571
877804;4;30;897
399752;1;30;605
909264;4;83;650
221641;3;40;757
706222;3;35;692
610456;3;50;701
317227;2;47;484
154430;3;43;509
627025;2;10;669
738776;3;50;671
706963;3;67;579
897902;2;50;586
339572;3;50;503
149766;3;50;740
396286;4;10;763
896966;3;63;596
812185;2;35;389
328098;3;35;551
106386;3;50;436
780122;2;45;531
972551;3;43;578
467142;2;47;711
969060;3;30;758
417453;4;53;495
753113;4;68;745
145564;3;65;501
119056;3;20;604
674990;2;68;640
282930;3;20;354
238680;3;35;479
475787;2;47;539
876498;2;10;337
907853;4;65;963
751931;1;30;685
479173;1;45;463
333540;1;10;393
809552;3;50;728
677476;3;65;570
248234;3;47;827
383663;2;25;379
745845;3;35;701
583390;4;63;529
440327;4;30;701
584297;3;47;663
223191;4;20;455
880651;2;35;744
116149;1;10;419
908157;3;86;619
813257;3;63;624
660368;3;35;526
375555;3;52;356
316132;3;30;569
653991;3;10;669
360024;2;52;461
221609;3;30;428
708198;5;50;498
233974;3;65;565
194227;2;10;399
983315;2;45;695
981872;3;35;558
791943;3;58;649
560068;3;52;471
584727;3;30;499
442322;3;70;653
799110;1;30;498
624175;3;50;559
480669;4;43;840
410625;4;53;628
802349;3;70;662
374975;2;20;794
901396;3;53;645
687980;3;52;550
841875;3;60;581
898947;2;30;790
424925;2;30;490
595189;3;50;603
122419;4;35;630
283897;3;47;463
588182;4;50;666
792693;2;52;429
574453;1;30;881
323660;3;35;521
294687;3;40;669
774481;2;20;619
292832;1;25;472
542188;3;35;505
845464;3;35;472
641808;4;10;814
557976;3;47;735
101227;3;35;621
708694;1;47;499
912535;3;68;780
555351;3;60;534
654641;4;81;646
670259;3;47;477
600627;2;47;454
693960;3;40;467
631466;4;54;417
143841;3;30;631
431754;1;60;666
187031;4;60;658
497715;3;48;583
458382;4;30;837
969536;3;53;569
330647;3;65;822
766912;4;68;721
312451;3;53;493
277432;1;30;311
879937;2;53;648
978833;2;20;531
191336;3;47;570
424689;3;60;694
851540;3;53;701
690526;4;68;526
824603;1;35;625
392631;4;25;804
325656;3;73;505
368450;2;43;575
733255;4;50;474
746018;3;40;692
355354;2;35;625
269389;4;54;624
422461;5;81;616
143694;3;40;647
421816;3;50;431
325486;2;40;478
575877;4;47;527
958309;3;60;649
501419;2;25;621
593893;2;10;466
740248;4;30;430
345063;5;60;415
206653;3;43;487
465405;2;40;445
845422;4;60;663
130004;4;57;556
202071;2;56;567
225691;1;10;665
606469;3;40;793
408054;3;35;602
891207;3;50;604
770089;2;50;742
947914;2;50;648
299261;2;53;472
746997;2;58;552
711032;4;65;531
137893;3;40;500
283307;3;30;665
400842;4;30;504
416945;1;47;588
786124;3;20;852
779717;4;30;367
751774;4;73;644
601453;3;63;519
898873;4;79;616
752123;3;10;452
883359;4;10;420
548809;4;30;388
751653;4;40;502
627386;3;40;600
414031;3;30;472
683186;3;35;641
942001;4;65;589
194793;3;43;420
162046;3;47;560
897693;3;65;694
492649;4;30;683
664930;4;84;658
583889;4;25;848
713190;3;30;630
525245;1;53;784
525361;3;30;473
705703;4;40;560
400122;3;54;404
841658;2;30;595
830820;4;20;940
746862;3;56;425
914981;4;62;559
986489;3;54;461
353160;3;30;824
169800;2;35;651
335852;2;35;692
636035;3;68;542
769981;2;35;657
534375;4;80;737
799121;2;50;765
402637;4;30;673
281232;2;20;735
844286;2;30;641
885079;3;60;654
129390;3;30;544
241559;3;35;603
634880;3;53;730
161917;3;30;769
526123;3;50;459
977871;4;40;682
315508;4;35;740
921389;2;50;652
552998;3;35;834
210105;2;30;475
521027;3;45;583
670605;2;20;284
619962;4;30;734
893359;3;35;473
922142;2;30;897
559679;3;68;718
285989;2;25;637
223613;3;60;465
725648;3;50;389
812384;1;30;640
732489;3;47;653
810536;4;65;609
825811;2;25;518
751090;3;45;601
185111;1;50;723
788921;4;65;592
297013;4;65;514
608779;2;35;805
742909;4;20;354
910231;3;60;834
880851;3;68;624
806755;3;30;861
779206;3;81;658
152818;3;54;540
779936;3;50;473
954348;3;20;474
816248;3;40;708
257761;2;40;585
465870;3;30;504
418325;3;10;412
781782;4;65;692
151468;2;10;920
887998;3;47;530
760669;3;50;682
635890;3;45;362
181961;1;58;612
246541;3;50;669
359093;3;53;620
201025;4;73;720
145855;3;40;835
331652;4;75;692
478321;2;50;577
271836;4;60;480
501866;3;10;278
615895;3;25;566
461695;2;30;399
526727;3;35;612
657084;3;53;555
578411;3;35;637
719092;2;57;671
672923;3;50;704
692053;2;10;534
978862;3;52;646
921824;2;57;538
290348;3;35;705
483106;2;40;680
266779;3;43;644
850877;3;40;791
289021;3;48;643
901365;1;53;554
911069;2;47;549
366617;3;20;649
696318;4;30;733
615968;2;47;767
163931;4;40;448
919838;4;50;502
316941;2;30;664
167649;4;47;464
103603;4;20;664
566133;4;56;527
210774;3;50;422
915620;3;35;697
622681;4;10;303
379541;1;20;912
965533;2;10;557
976034;3;50;534
193131;3;30;577
540109;3;67;560
463883;3;50;510
847025;4;70;488
230941;2;30;519
300081;2;54;476
694700;2;20;757
229129;1;10;935
597899;1;10;501
242806;2;25;648
854056;4;30;879
716213;2;43;735
100967;2;40;541
522794;3;35;488
978325;3;50;634
773665;4;46;523
679437;1;47;441
366284;4;35;715
592341;3;56;519
918879;3;35;780
767096;1;30;670
219555;3;52;507
604340;3;62;563
239056;4;62;694
772235;2;30;616
190051;2;25;562
163863;3;35;537
362671;2;35;692
176185;3;35;383
629655;3;63;699
580077;3;56;478
916782;3;40;896
222377;3;65;610
669466;3;53;586
291909;4;25;710
828304;3;63;646
685376;3;53;732
625493;4;30;290
587260;4;50;742
387362;3;50;759
620485;3;54;501
375024;3;53;616
768235;4;35;685
481900;3;40;770
864699;2;45;690
112668;3;72;611
643892;3;40;672
953577;3;50;657
587659;4;53;924
676311;2;35;703
138020;4;35;750
177247;3;20;712
670347;2;50;722
268162;1;10;493
500024;4;40;570
327514;4;50;470
977094;2;55;587
146887;5;65;551
206210;3;20;884
982082;2;30;720
572531;2;57;738
372928;2;10;744
220720;4;40;581
836220;3;35;855
167915;1;10;414
822095;3;65;617
382954;3;67;586
585408;3;30;765
324459;3;65;657
870754;1;10;889
746517;3;40;597
512088;4;30;343
971900;3;47;625
224607;3;57;528
187954;2;57;767
405987;2;60;412
429057;2;10;688
951959;2;30;506
143862;4;10;889
453702;2;35;594
413872;3;86;753
811975;2;30;356
766946;4;50;627
831212;3;68;565
518827;3;10;880
389782;2;50;569
995422;2;43;641
808837;3;47;630
619604;2;40;706
748408;2;25;550
253687;3;20;942
583473;4;48;633
326627;2;53;737
598957;2;35;615
705206;2;50;641
649918;3;75;700
137352;3;45;525
579292;3;35;646
293641;3;35;718
805562;2;25;751
355033;4;10;753
342069;2;30;847
241344;2;20;722
359204;3;79;487
975556;2;20;858
889419;3;30;455
151255;4;53;536
192412;3;53;584
418338;4;25;698
986528;3;81;739
489656;3;35;437
155450;2;47;684
942785;4;50;417
573064;4;35;571
251792;4;53;616
981610;3;54;504
127791;2;47;489
649801;3;47;676
794719;3;25;837
215068;4;47;666
957191;3;35;459
574815;4;30;638
790432;2;40;664
632893;1;47;665
542398;3;50;769
205583;1;30;745
591711;2;25;448
331844;3;30;718
827543;4;50;567
292646;3;63;754
313658;3;52;355
178547;3;25;594
898062;4;67;483
536205;4;45;584
323671;1;47;566
261376;2;35;657
438578;4;20;844
722218;3;83;521
519685;2;35;648
390975;3;68;601
527027;3;48;586
926203;3;25;652
282557;4;40;477
535659;4;40;732
108817;3;63;619
730441;1;10;438
419494;1;30;483
519257;3;40;638
420812;3;35;565
743239;1;20;491
118351;3;50;708
637761;3;47;562
791460;3;63;565
563346;1;10;849
335894;4;10;771
155475;2;30;660
363271;3;25;740
879513;3;35;856
596567;3;68;616
215198;3;40;846
879170;4;40;693
589003;3;47;764
706037;4;20;822
874649;4;40;573
551349;1;43;588
619615;3;70;677
871276;2;57;637
757578;3;67;518
817418;3;43;467
770049;4;47;898
167081;3;50;501
507770;3;65;676
866875;3;45;623
649066;4;50;494
416677;2;25;719
336008;4;25;606
265958;3;68;517
773987;4;50;407
445849;2;50;704
777319;2;30;390
888077;2;35;506
350440;4;65;483
342311;3;68;535
566585;4;35;583
481500;4;40;601
877548;3;84;697
229981;4;40;623
965314;3;57;698
674082;3;30;568
691797;2;50;788
887139;1;20;401
856069;3;10;424
222681;2;30;752
996784;4;30;807
253084;1;40;705
708417;4;30;600
583709;4;50;442
317560;1;25;482
918312;3;53;540
389341;1;30;700
689722;3;40;801
968552;3;65;538
339848;3;35;838
373487;3;68;519
928812;4;40;584
591306;3;30;643
423660;4;56;375
597288;3;35;722
367087;1;20;524
632489;3;68;663
463265;2;43;740
921775;1;20;690
670340;3;50;736
737689;1;53;680
799193;1;20;615
107483;3;25;714
901015;4;30;679
214024;3;35;622
384151;2;47;706
918241;4;77;817
269752;2;35;630
895164;3;52;438
303910;4;40;656
235491;1;10;413
920965;4;83;504
559673;3;50;790
336992;2;25;773
514064;2;47;665
981108;4;53;837
928068;3;57;330
857729;3;68;835
731290;3;65;715
410154;2;43;764
438455;3;54;394
142649;3;43;621
273401;3;35;543
746189;3;50;626
974083;3;72;624
215618;3;57;502
484448;4;35;518
701663;2;30;689
678522;2;47;562
284347;3;52;496
320811;2;30;484
800967;3;50;444
862811;4;52;476
509999;4;47;570
952470;3;10;503
401240;2;50;622
270619;1;30;482
461021;2;53;757
982343;4;10;482
591960;2;35;567
643480;3;53;515
640259;2;68;757
743754;4;20;773
672913;4;48;537
827343;3;30;419
819992;3;30;469
432415;2;30;896
285648;3;35;469
231690;2;10;289
424676;3;40;749
299939;3;40;507
285791;3;57;630
230602;4;72;626
207372;4;83;612
651375;3;63;828
273883;4;25;400
272444;3;65;661
662621;3;40;667
887910;4;30;711
994713;2;50;565
701203;4;52;536
449299;2;40;629
248290;3;68;568
371143;2;60;584
766362;3;30;571
357435;3;53;706
827504;3;48;456
594412;2;30;625
584530;2;30;595
588238;1;40;731
306158;2;60;755
791816;3;20;325
365573;1;35;610
689806;3;35;745
123383;1;40;583
842840;4;53;417
196364;2;35;846
367525;4;35;537
232040;3;20;379
255180;3;53;526
623727;2;35;608
980442;2;30;698
577716;4;30;410
700473;3;47;497
366318;1;43;583
261033;1;30;621
375827;2;50;477
936274;3;47;718
280714;4;57;637
443944;2;35;565
309499;3;50;516
727260;4;30;643
126124;4;45;668
584241;4;30;642
961405;2;10;660
940657;3;30;693
579138;3;63;581
392952;3;45;490
840188;3;47;548
273168;3;35;344
180220;3;53;617
532482;2;40;661
696073;3;30;652
204572;1;35;704
501946;3;10;619
904942;3;40;816
997479;3;35;632
819625;2;52;549
527541;3;35;522
308475;1;30;313
306984;2;35;663
289306;3;35;621
969253;3;10;913
465605;3;47;574
224234;1;35;882
851491;3;40;573
771233;2;30;766
919769;2;25;381
837046;3;30;645
603421;2;30;532
821986;3;40;622
716768;1;10;283
199024;2;10;541
329516;4;20;903
322633;4;20;698
436163;3;40;483
951318;4;20;682
201436;2;10;589
572956;2;40;589
474573;4;40;761
147819;4;68;443
702109;3;10;511
523522;3;30;328
467941;2;20;325
467032;1;45;524
972265;3;30;583
146961;1;20;425
826224;2;40;809
556274;4;20;801
108023;2;30;788
819764;2;30;383
793991;1;10;284
664122;4;83;494
118523;3;45;734
370206;4;50;515
183827;3;45;513
615135;3;35;745
185719;3;30;499
877846;2;57;466
967420;4;30;738
483923;4;30;685
725824;2;40;665
829443;3;56;465
448866;4;47;652
330864;3;40;769
563796;2;35;473
194244;3;30;739
945619;4;35;680
227757;3;40;462
982781;3;30;540
416915;2;47;465
789273;2;35;509
398018;2;30;776
455202;2;10;582
101631;3;40;564
380008;3;35;822
277461;4;40;610
730434;3;35;540
948002;2;53;775
126074;4;83;681
242988;3;30;731
310717;3;60;458
974845;4;30;290
538886;2;20;333
953273;3;40;567
770665;1;20;736
997144;3;35;729
246320;1;30;361
978419;4;65;395
579179;3;30;384
518506;4;25;625
521010;2;35;670
968623;3;45;901
858803;4;45;563
461280;4;50;772
632490;2;20;552
219455;4;40;684
703831;3;30;350
988968;3;40;325
969682;4;47;695
636724;2;60;598
288947;3;10;300
337414;3;70;639
289883;2;35;601
688343;3;30;551
715691;3;63;678
215205;2;20;910
142502;3;30;526
799026;2;30;801
513487;2;30;435
306420;1;20;894
907828;4;10;441
335335;2;47;772
457866;3;47;635
804222;3;15;845
467845;3;60;806
457004;3;40;914
698877;2;35;642
729730;4;20;552
696494;3;84;832
547145;1;10;827
378847;1;30;440
770123;3;10;297
388844;3;54;519
989581;2;20;852
161481;1;20;908
836574;3;60;509
693489;2;40;489
544051;2;30;751
128518;3;56;406
938490;3;48;499
823304;1;30;662
813812;2;30;449
740222;2;57;726
547047;2;20;328
384941;1;20;613
686961;3;35;602
538889;2;43;546
530805;3;53;809
694834;3;50;711
679175;3;30;735
116630;1;20;757
728587;4;73;682
947139;1;30;531
775035;3;35;488
424392;2;10;844
272618;3;10;525
239530;3;35;744
727656;3;53;651
155391;2;35;675
717392;2;50;539
120161;4;10;605
721350;4;20;700
876206;3;53;725
295790;3;30;827
816880;3;35;698
432186;3;40;753
375573;2;30;847
614265;3;47;629
543248;3;40;495
319447;4;40;831
724535;2;10;576
535423;1;10;674
746847;3;43;446
598749;2;30;542
291714;4;30;673
565189;3;30;610
975258;2;30;649
109447;4;50;491
704289;4;35;547
112609;3;10;713
403834;1;10;728
906907;4;30;681
823495;3;40;629
800402;4;63;723
248616;3;20;926
272091;4;30;771
694019;3;50;552
898651;2;20;545
495895;3;47;806
899467;1;53;714
615639;2;10;541
244397;3;60;491
875502;4;10;549
418539;4;40;832
462189;3;35;670
365627;3;25;470
178920;1;20;449
674836;1;20;879
514436;2;35;476
169838;1;30;785
464285;4;40;378
740418;2;50;793
943472;4;30;637
953868;3;53;783
564346;1;30;664
540396;1;20;854
386162;1;10;347
670160;4;50;702
196528;2;45;700
468308;3;40;797
640024;1;30;444
577403;4;35;611
478580;3;40;386
950906;3;68;640
150496;3;10;665
156610;3;35;715
840635;1;20;707
816027;3;35;632
345214;4;40;602
556952;3;45;775
110012;1;20;351
174966;3;20;846
580211;4;30;607
294912;3;50;690
865183;2;40;386
342525;2;20;500
266369;3;40;554
908074;3;53;780
120099;3;35;470
405335;2;65;563
459518;3;73;745
698119;2;35;412
448188;1;20;349
268907;3;57;622
693654;3;30;563
898200;4;63;668
140780;3;10;652
657394;1;10;639
941812;3;57;546
110568;3;40;518
907573;4;20;364
690506;4;47;710
940213;3;10;657
634543;2;20;328
828195;2;10;720
737105;1;45;534
757886;3;25;648
447083;3;10;832
459649;3;40;680
186072;1;30;361
963166;3;30;530
153455;1;20;841
